Cesar

7.218118996925928;43.34179596111109;-419.4388647148148;20200114;558.87433;15:9:19.4617838
7.218102524341465;43.34181476243901;-418.9846453963415;20200114;560.87625;15:9:21.4636953
7.218084031156628;43.34183056867468;-419.51320098915664;20200114;562.06074;15:9:22.6481927
7.218065420666668;43.34184794857141;-419.918185352381;20200114;562.67191;15:9:23.2593593
7.218048530811767;43.34186561411763;-419.79439117058826;20200114;563.23279;15:9:23.8202369
7.2180288915465125;43.34188318372091;-420.35917875348844;20200114;563.7293899;15:9:24.3168385
7.218010235149427;43.34190496781607;-420.10309961494255;20200114;564.19906;15:9:24.7865130
7.217991017704546;43.341926198977255;-420.12855882727274;20200114;565.2864001;15:9:25.8738489
7.217970172359552;43.341947449101106;-420.5922214932585;20200114;565.7805099;15:9:26.3679583
7.217951245333334;43.34196773733331;-420.70460469555564;20200114;566.711;15:9:27.2984453
7.217913131428572;43.34198311999998;-419.6766921373627;20200114;567.20907;15:9:27.7965182
7.217874037206523;43.341997787173895;-418.87302066739136;20200114;567.7720699;15:9:28.3595234
7.217836155645163;43.34201072419353;-418.1725896591398;20200114;569.87534;15:9:30.4627890
7.217791541563831;43.34202853010636;-418.1425880117022;20200114;571.0996499;15:9:31.6871015
7.217750718410527;43.34204616810524;-417.38127771894744;20200114;571.6486399;15:9:32.2360885
7.217708136406252;43.342064400833316;-417.1384976854167;20200114;572.1712699;15:9:32.7587213
7.217667354979382;43.34208203958761;-416.6835507948454;20200114;572.6871099;15:9:33.274559
7.217624542561225;43.34209953785712;-416.6981665091837;20200114;573.23629;15:9:33.8237447
7.217582106747476;43.34211642929291;-416.8478926424243;20200114;574.61551;15:9:35.2029609
7.217541180250001;43.34213432139998;-416.62725967600005;20200114;575.38118;15:9:35.9686302
7.217500497584159;43.3421505262376;-416.44770802079205;20200114;576.07095;15:9:36.6583958
7.217460791892157;43.34216407519605;-416.52789596960787;20200114;576.6804399;15:9:37.2678932
7.217421888252428;43.34217885242716;-416.3781903456311;20200114;580.1245;15:9:40.7119531
7.217385018548077;43.3421954643269;-415.4658675807692;20200114;580.7074199;15:9:41.294872
7.217348921419048;43.34221122057141;-415.0781487857143;20200114;581.32798;15:9:41.9154322
7.2173127443018865;43.34222526377356;-415.0973804028302;20200114;613.4375699;15:10:14.0250208
7.217277012373832;43.34223564532707;-415.18258786915885;20200114;616.3295;15:10:16.9169531
7.217244420722222;43.34224533203701;-414.67965521574075;20200114;616.85359;15:10:17.4410416
7.217211219100918;43.34225468183483;-414.53247691009176;20200114;617.33183;15:10:17.9192786
7.217177661736363;43.34226459618179;-414.4029463536364;20200114;617.80177;15:10:18.3892239
7.217144188117117;43.34227468666664;-414.32557668018023;20200114;627.1633699;15:10:27.7508229
7.217111638830356;43.34228428267854;-414.1769502214286;20200114;628.56952;15:10:29.1569713
7.217080994849557;43.342293294424756;-413.706333980531;20200114;629.4699399;15:10:30.0573880
7.21705116722807;43.34230206096488;-413.16156141140357;20200114;629.91082;15:10:30.4982734
7.2170223542;43.34230980782606;-412.61132641478264;20200114;630.34778;15:10:30.9352291
7.216991961017242;43.34231701017239;-412.6660523732759;20200114;630.79721;15:10:31.3846640
7.216962996982906;43.34232484529912;-412.3198997786325;20200114;631.25248;15:10:31.8399270
7.216932148118644;43.3423330044915;-412.4880913271186;20200114;641.1365199;15:10:41.7239739
7.216901347184874;43.34234104184872;-412.728907417647;20200114;643.3549399;15:10:43.9423906
7.216872758516668;43.34234794216664;-412.6690519916666;20200114;644.01208;15:10:44.5995260
7.216844033363637;43.342355351818156;-412.669501083471;20200114;644.56934;15:10:45.1567916
7.21681549782787;43.3423629531967;-412.61573356803274;20200114;647.8513799;15:10:48.4388255
7.216787781211383;43.342370235365834;-412.4867056650406;20200114;648.4274099;15:10:49.0148645
7.216761537846774;43.34237736572578;-412.302474816129;20200114;652.8457899;15:10:53.4332421
7.216735040232001;43.34238402767998;-412.29635802159993;20200114;656.1028099;15:10:56.6902630
7.216706921960318;43.3423925022222;-412.0267361428571;20200114;660.21401;15:11:0.80146093
7.216679173448819;43.34240110527557;-411.72901319999994;20200114;661.3608999;15:11:1.94834635
7.216650891195313;43.342409850234354;-411.5918958039062;20200114;661.9572699;15:11:2.54472395
7.2166237048837205;43.34241910387595;-411.1722218186046;20200114;662.47244;15:11:3.05989322
7.216595854038461;43.342428689923054;-410.94975267615376;20200114;679.33341;15:11:19.9208645
7.216568054190839;43.34243678862593;-411.0087066572518;20200114;1109.21695;15:18:29.8043958
7.216541284098484;43.34244580818179;-410.74758867575747;20200114;1110.17965;15:18:30.7670963
7.216515812947367;43.34245548563907;-410.39739055037586;20200114;1110.66688;15:18:31.2543255
